id,suite,label,risk,layer,head,null_bias,beta,m_null
benign-1,benign,benign,0.08,4,0,0.15075159072875977,1.0565319061279297,0.08393808454275131
benign-1,benign,benign,0.08,4,1,0.15075159072875977,1.0565319061279297,0.04440762847661972
benign-1,benign,benign,0.08,4,2,0.15075159072875977,1.0565319061279297,0.12452054023742676
benign-1,benign,benign,0.08,4,3,0.15075159072875977,1.0565319061279297,0.29732024669647217
benign-1,benign,benign,0.08,4,4,0.15075159072875977,1.0565319061279297,0.15987221896648407
benign-1,benign,benign,0.08,4,5,0.15075159072875977,1.0565319061279297,0.13753555715084076
benign-1,benign,benign,0.08,4,6,0.15075159072875977,1.0565319061279297,0.07551712542772293
benign-1,benign,benign,0.08,4,7,0.15075159072875977,1.0565319061279297,0.39316362142562866
benign-1,benign,benign,0.08,4,8,0.15075159072875977,1.0565319061279297,0.12278875708580017
benign-1,benign,benign,0.08,4,9,0.15075159072875977,1.0565319061279297,0.053812697529792786
benign-1,benign,benign,0.08,4,10,0.15075159072875977,1.0565319061279297,0.18673855066299438
benign-1,benign,benign,0.08,4,11,0.15075159072875977,1.0565319061279297,0.0656108409166336
benign-1,benign,benign,0.08,5,0,0.15075159072875977,1.0565319061279297,0.09508804231882095
benign-1,benign,benign,0.08,5,1,0.15075159072875977,1.0565319061279297,0.06026554852724075
benign-1,benign,benign,0.08,5,2,0.15075159072875977,1.0565319061279297,0.07573620975017548
benign-1,benign,benign,0.08,5,3,0.15075159072875977,1.0565319061279297,0.1451331079006195
benign-1,benign,benign,0.08,5,4,0.15075159072875977,1.0565319061279297,0.10447034239768982
benign-1,benign,benign,0.08,5,5,0.15075159072875977,1.0565319061279297,0.027631182223558426
benign-1,benign,benign,0.08,5,6,0.15075159072875977,1.0565319061279297,0.06484460085630417
benign-1,benign,benign,0.08,5,7,0.15075159072875977,1.0565319061279297,0.054621968418359756
benign-1,benign,benign,0.08,5,8,0.15075159072875977,1.0565319061279297,0.006767706945538521
benign-1,benign,benign,0.08,5,9,0.15075159072875977,1.0565319061279297,0.041635237634181976
benign-1,benign,benign,0.08,5,10,0.15075159072875977,1.0565319061279297,0.0905044749379158
benign-1,benign,benign,0.08,5,11,0.15075159072875977,1.0565319061279297,0.06353257596492767
benign-1,benign,benign,0.08,4,0,0.15075159072875977,1.0565319061279297,0.08813419193029404
